age1,-1.10679114795238,-0.487782695973012,0,0,0,0,0
age2,1.26837562088525,0.637731641918073,0.004347166984393,0,0,0,0
age3,0.551294898108723,0.039844937240225,0,0,0,0,0
lwt1,2.18981419282246,2.11481569789186,2.06551408268229,2.02885712976769,1.96128287277418,1.94652306452669,1.93462020154551
lwt2,0.993534415715673,1.02429521876103,1.02635317995864,1.02731280794155,0.975897660255546,0.963959993022214,0.948719485577867
lwt3,1.21733188609429,1.16024260647427,1.10688252851526,1.07842547813752,0.967782213017229,0.9449708809443,0.920194858059256
white,0.937894048944326,0.913942280126167,0.883426409560282,0.844408541857486,0.64698786206705,0.600288370122331,0.552265997638341
black,0.874079161275886,0.726120032359833,0.619184888361592,0.566694117754993,0.357187760709358,0.307007952909384,0.256639833013162
smoke,-1.53366845804387,-0.788544056317449,-0.152989832476338,0,0,0,0
ptl1,-1.07071589694486,-0.134965160815477,0,0,0,0,0
ptl2m,1.55911707448875,1.13175517709501,0.573092855401362,0,0,0,0
ht,0.414874954300892,0.369827120444884,0.343664114588727,0.322994280376334,0.236324768421211,0.221291222260308,0.209438950363535
ui,0.741055048170648,0.618484937918444,0.490883513516394,0.377318600338641,0,0,0
ftv1,0.314416235736357,0.351243423357812,0.377239266737064,0.393654226484298,0.430194949624102,0.433569957835863,0.435035905187774
ftv2,0.185812655794841,0.192095574408483,0.205665909451921,0.202875674710512,0.190083538654807,0.174547997083177,0.158298774351404
ftv3m,2.2222881146071,2.21301717081243,2.2061408452472,2.20593164002973,2.25533952734914,2.26502916806556,2.27857915654526
